new_tag,acc_id,peakid,accidents
respiratory problems,986,AMAD,"Nichols suffered from HAS (headache, dizziness, persistent cough) starting from Namche"
respiratory problems,987,AMAD,Maeda suffered from high altitude sickness at C2 (cough and fever).
respiratory problems,991,AMAD,Initial onset of pulmonary edema
respiratory problems,997,AMAD,Jose Alvarez during the descent suffered frostbite and pulmonary edema.
respiratory problems,1007,CHOY,None serious except one bad sinusitis.
respiratory problems,1011,CHOY,Batard had flu from day of arrival at BC & on antibiotics to today 5 Sept
respiratory problems,1017,CHOY,"Tent fire at C5 burned Baker's hands slightly; Gerhauser ill (chest cold) and left expedition early when didn't recover (reached C1 once, was down below BC couple of times, finally left May 2)"
respiratory problems,1021,CHOY,"Joos lungs (edema, bronchitis)"
respiratory problems,1023,CHOY,Only Bertoglio failure to adapt to altitude
respiratory problems,1038,CHOY,One member altitude sickness; nothing else
respiratory problems,1040,CHOY,Lorente serious altitude sickness
respiratory problems,1041,CHOY,"Fukushima pulmonary edema; Chandra Gurung (cook) unknown illness at Japanese BC, died at Chinese BC"
respiratory problems,1042,CHOY,Troillet serious pulmonary edema on Aug 30 down to Zangmu hospital
respiratory problems,1046,CHOY,"Sherpa sick (coughing blood, so weak in summit bid and turned back at 7500m)"
respiratory problems,1064,CHOY,Danielak after summit became ill and worried he had pulmonary edema; Terlikowski feared frostbite on 1 May and turned back from summit push but nothing serious
respiratory problems,1071,CHOY,Rapp altitude sickness
respiratory problems,1076,CHOY,Ghezzi pulmonary edema and left expedition; Soregaroli slight frostbitten finger
respiratory problems,1081,CHOY,Lopsang Sherpa pulmonary edema; Lopez felt very cold and would have frozen; Jean hemorrhoids
respiratory problems,1102,CHOY,None except Sprutta circulation problem
respiratory problems,1104,CHOY,Casabona altitude sickness & left ABC 16th May
respiratory problems,1105,CHOY,Simpson lung infection; Pierce & Secor didn't acclimatize; Jones frostbite of one toe (may lose tip)
respiratory problems,1106,CHOY,Giambisi bronchitis; altitude problems for Castlunger & Kritzinger
respiratory problems,1107,CHOY,Helene Dupre altitude sickness at Chinese BC & left after 1 night
respiratory problems,1108,CHOY,One member altitude sickness; Salini 'psychological problem'
respiratory problems,1121,CHOY,De Metz acute mountain sickness & pneumonia (edema) at BC requiring emergency return to Lhasa and flight to France
respiratory problems,1123,CHOY,Chest infection main problem
respiratory problems,1127,CHOY,Osterbauer lung infection and sent back from BC
respiratory problems,1132,CHOY,Ono had flu 8 days
respiratory problems,1137,CHOY,Passino felt sick & left early
respiratory problems,1140,CHOY,Morgan altitude sickness and used oxygen from ABC to BC
respiratory problems,1142,CHOY,Blanc pulmonary edema; Waeber 'high altitude depression'
respiratory problems,1144,CHOY,Knezicek bronchitis; one Sherpa mumps at BC
respiratory problems,1149,CHOY,Ventins alltitude sickness
respiratory problems,1157,CHOY,"Kaplan pneumonia, Toraason flu; Dunjey psychosomatic chest infection"
respiratory problems,1166,CHOY,Urbanovic ill in throat (brought from home); frostbitten thumb of Strba
respiratory problems,1167,CHOY,Serrano pulmonary edema and left expedition
respiratory problems,1170,CHOY,Olschuetzer altitude sickness
respiratory problems,1173,CHOY,Koehler altitude sick and left early
respiratory problems,1179,CHOY,Yam Bahadur Norgay (cook) got pneumonia
respiratory problems,1187,CHOY,The cook suffered altitude sickness & returned to KTM
respiratory problems,1189,CHOY,Arnett altitude sickness
respiratory problems,1199,CHOY,Sieger altitude sickness; Ramos and Martinis rheumatic fever
respiratory problems,1200,CHOY,Nothing (Palesch and Fioretti pleaded Palesch's illness to escape)
respiratory problems,1204,CHOY,Nooy pulmonary edema and left 18-19/5; (other members drifted off as wished)
respiratory problems,1206,CHOY,Nandu Jayal died of pneumonia (or AMS) at BC
respiratory problems,1218,CHOY,Suuk altitude sickness; Riga bronchitis (went to Tingri)
respiratory problems,1226,CHOY,Ospina and Camargo altitude sickness
respiratory problems,1236,CHOY,Alanen in C3 needed oxygen but none found; Rasanen not feeling well and left early
respiratory problems,1242,CHOY,"Wood bronchitis, Hamlin lost vision (had glaucoma which was badly affected)"
respiratory problems,1244,CHOY,Kagawa altitude sickness and left 26 April; no other serious problems
respiratory problems,1246,CHOY,Trumpfheller & Huber frostbitten fingers; Riess altitude sickness (lungs) and left early
respiratory problems,1247,CHOY,Faulds-Smith bad altitude sickness but stayed until all teams finished
respiratory problems,1248,CHOY,Nothing but very hoarse throat
respiratory problems,1251,CHOY,Richardson bad pulmonary edema at C2; Durga Tamang slight frostbitten toes
respiratory problems,1254,CHOY,Passino pneumonia
respiratory problems,1256,CHOY,Raventos altitude sickness
respiratory problems,1260,CHOY,Only Barnard's bad throat
respiratory problems,1273,CHOY,Saether altitude sickness (both cerebral and pulmonary); Larsen left eye got bruised but recovered
respiratory problems,1283,CHOY,Alfaro bronchitis in C2 on 21 Sept
respiratory problems,1286,CHOY,Lima respiratory problem and left 30 April
respiratory problems,1288,CHOY,Ramos lower hip may be frostbitten from constant cough
respiratory problems,1289,CHOY,Escalano serious pulmonary edema and used oxygen in ABC when sick (left ABC 21 Apr)
respiratory problems,1290,CHOY,Schlattinger altitude sickness in lung (HAPE)
respiratory problems,1291,CHOY,Baldo incipient altitude sickness
respiratory problems,1293,CHOY,Stam pulmonary edema (left team 10 May and returned to BC 18 May); Chhong Rinzee collapsed dead
respiratory problems,1297,CHOY,Henriksen throat infection
respiratory problems,1298,CHOY,Faulstich incipient pneumonia & used O2 in ABC at night; Liebold bad bronchitis; Eisenberger cerebral edema at 8000m; Waaz frostbitten nose; Lhaka Tshering bad throat infection; Liebold & Lhakpa Tshering left team about 24 Sept
respiratory problems,1303,CHOY,Griber got pulmonary edema on 17th at C2 and left ABC on 21st for KTM with Carnahan and Stoup; they probably have left BC on 23rd
respiratory problems,1304,CHOY,Brosig had very bad cough
respiratory problems,1308,CHOY,Cook in ABC Gopal Gurung got pulmonary edema and left; nothing else serious
respiratory problems,1310,CHOY,Giesseler and Simon pulmonary edema
respiratory problems,1311,CHOY,Sore throat of Dellupi
respiratory problems,1314,CHOY,Pemba Rinzi's altitude sickness
respiratory problems,1315,CHOY,Nothing except Mansfield's slight lung infection
respiratory problems,1325,CHOY,Leader's chest infection; nothing else
respiratory problems,1328,CHOY,Sundstrom's pulmonary edema
respiratory problems,1329,CHOY,Kubicek throat infection
respiratory problems,1330,CHOY,Aljoofri pulmonary edema; Ee frostbitten fingers
respiratory problems,1332,CHOY,Lim briefly snowblind in early Sept and Goh bad cough (down to Nyalam)
respiratory problems,1338,CHOY,Manning got sick from altitude in C3 on 26th so not to top
respiratory problems,1340,CHOY,Hamill chest infection in C2; Boersma exhausted and left 19 Sept (C1 only)
respiratory problems,1344,CHOY,"Gaponov suffered from sore throat and high fever (reached to ABC; he had minor symptoms of sickness when he left Russia; when it aggravated, he left ABC on May 9)"
respiratory problems,1346,CHOY,"Lazar's chest infection only health problem, except for Stacho's death"
respiratory problems,1350,CHOY,Suffered from bronchitis at C1 on 20th (went down to CBC and spent about one week to recover)
respiratory problems,1361,CHOY,Both member's altitude sickness
respiratory problems,1364,CHOY,Pulmonary edema by Kurzeder
respiratory problems,1370,CHOY,Souza's asthma
respiratory problems,1371,CHOY,Nothing except Cusik's respiratory infection
respiratory problems,1372,CHOY,Matei suffered from pulmonary edema
respiratory problems,1378,CHOY,Father of Pawel (Jerzy Michalski) suffered from pneumonia
respiratory problems,1399,CHOY,Furneaux had HAPE; Hill had respiratory infection
respiratory problems,1404,CHOY,Aliu got breathing problem (chest infection on 19 Sept at ABC)
respiratory problems,1407,CHOY,Breathing problem of Duran
respiratory problems,1408,CHOY,Rivas altitude sickness
respiratory problems,1411,CHOY,Jakobsen suffered from high altitude sickness
respiratory problems,1416,CHOY,Vrabie suffered from pneumonia; Crina from headache
respiratory problems,1417,CHOY,Collingson altitude sickness
respiratory problems,1422,CHOY,Langeland eyes problem in C2; Valseth got chest infection in CBC
respiratory problems,1423,CHOY,Onu suffered from altitude sickness and never went above ABC
respiratory problems,1426,CHOY,Cronin suffered from high altitude sickness (vomiting)
respiratory problems,1430,CHOY,Sanchez got AMS (vomiting at around 6600m while trying to get to C2)
respiratory problems,1432,CHOY,Saluvere's pulmonary edema
respiratory problems,1433,CHOY,Vinot's temporary chest infection
respiratory problems,1434,CHOY,Amirov suffered from cough and sore throat
respiratory problems,1436,CHOY,Denderuk suffered from severe cough
respiratory problems,1438,CHOY,Rudolf Bosiak and Dusan Myslivec chest infections
respiratory problems,1453,CHOY,Boyer suffered the beginning of pulmonary edema at C3.
respiratory problems,1472,MANA,Dobkin altitude sickness; Weiss pneumonia and lung problem
respiratory problems,1477,MANA,Bay altitude sickness only (at 5000m); Dawa also at 6415m
respiratory problems,1488,MANA,Brown pneumonia; 2 Nepalis altitude sickness
respiratory problems,1496,MANA,Boukreev bronchitis throughout climb; others also slightly sick; Mikhailov probably altitude sickness
respiratory problems,1497,MANA,None except flu which may be standed chest infection in winter
respiratory problems,1507,MANA,Moti Lal Tamang serious altitude sickness
respiratory problems,1515,MANA,Berlinger serious lung infections; Zgraggen twisted ankle
respiratory problems,1517,MANA,Hoebenreich altitude sickness and left BC by chopper 4 Oct
respiratory problems,1522,MANA,David Chantladze and Merab Nemsitsveridze had bronchitis and left early
respiratory problems,1541,MANA,Pulmonary edema by Steffen Kiefer at 7050m
respiratory problems,1543,MANA,Ang Tshering 1st stage of altitude sickness at C3
respiratory problems,1551,MANA,Respiratory illness
respiratory problems,1554,MANA,Matsuoka's ribs fractured due to excessive coughing
respiratory problems,1557,MANA,Lopez had breathing problem (spent two nights 3 days in Samagaon)
respiratory problems,1558,MANA,Ricaud's altitude sickness
respiratory problems,1567,MANA,Mir-Shekari died near C3 on 30 April due to high altitude sickness
respiratory problems,1574,MANA,"Freire and Perez had throat infections, but antibiotics let them to continue their climb"
respiratory problems,1579,MANA,Pangratz's bronchitis
respiratory problems,1600,LHOT,Members pneumonia; several frostbite cases with 2 serious
respiratory problems,1615,LHOT,Potocek altitude sickness
respiratory problems,1619,LHOT,Nothing except Boukreev unknown infection
respiratory problems,1624,LHOT,"Kim Yeong-Rong 32 hours nose bleed in C1, helicopter to BC; OK to return to mountain and go to C3"
respiratory problems,1656,LHOT,Kim persistent bad headache; Fitzpatrick pulmonary edema
respiratory problems,1662,LHOT,Yun got sick
respiratory problems,1664,LHOT,Goettler's slight frostbite; Dujmovits lung infection
respiratory problems,1666,LHOT,Suffered from pulmonary edema
respiratory problems,1671,LHOT,Laidlow pulmonary edema
respiratory problems,1679,LHOT,Arnette upper respiratory infection (evacuated from C2 by helicopter)
people falling,0,EVER,"Dewaele exhausted, shocked, needed O2 and was brought down; much slight frostbite; leader's serious lung ailment; Ang Lhakpa fatal fall"
people falling,2,EVER,Rabold stroke (?) and Slade CO2 in tent; Litherland fell 20m but not hurt
people falling,3,EVER,Kregar fell 400m and broke ribs; Sveticic fell 100m and broke knee
people falling,9,EVER,"1 Sherpa broke leg & members down with him had been hit by falling stone while descending from C3; much falling stone, some carried sideways by wind; no other problems"
people falling,19,EVER,Burkhardt killed Sep 28 by avalanche descending Lhotse Face; Gyalu Sherpa killed Oct 4 by falling seracs which buried him in icefall
people falling,20,EVER,"1 Sherpa fell while carrying load from C4 to C5 with Ang Nima (fell 800-1000m, body not found); Sungdare and Lhakpa Norbu hit by falling rock (Sungdare while sleeping in C4, Lhakpa while descending); 1 Sherpa went home after AMS"
people falling,22,EVER,"Marshall fell 150-300m down the N Face of Everest on May 21 as he was descending from an unsuccessful bid to reach the top; from below seemed to be going well at first, but at about 11am his body was seen at about 6250m"
people falling,26,EVER,1 member broke leg in 20m fall at 7600m 12th April [?] resulting in severe toes and fingers frostbite
people falling,33,EVER,Deputy leader hurt knee; 1 Japanese and 2 Sherpas ill and went home; climbing leader drowned between BC and C1
people falling,37,EVER,Middleton's injured leg (while descending from C5 caught by slab avalanche) but not broken; 4 cases of frostbite which will heal
people falling,40,EVER,Hixson apparently had stroke leaving S Col in descent and seriously affected; Nielson and Jamieson frostbite
people falling,44,EVER,Luengo and Elsa bleeding from cold wind blowing into eyes
people falling,47,EVER,Phu Dorje disappeared on descent from summit
people falling,53,EVER,4 climbers disappeared; BC visitor suffered concussion from fall
people falling,61,EVER,"Oct 7-8 avalanching on SW Face which sent small slabs, 1 member hit; disaster of Oct 7-11 when Kumar fell and 4 members died of exhaustion and exposure; Angchuk and Bissa fell on Oct 28"
people falling,64,EVER,1 Sherpa hit by falling stone on Lhotse face; 1 Sherpa seriously ill from altitude
people falling,65,EVER,Slab avalanche nearly caught Hillary and MacKenzie near C3; From and Nottle killed in separate falls from same point during summit attempt
people falling,67,EVER,Fatal fall by Thapa and Ang Dorje above S Col
people falling,68,EVER,Orolin had blood clot in groin while in C3 late Sep (stayed at BC rest of climb); Psotka died in fall on night of Oct 15-16
people falling,69,EVER,"Avalanche iceblocks of May 15-16 midnight buried C3, 3 members and 7 Sherpas seriously injured; Rekha Sharma fell across in icefall; Sherpa killed in avalanche on Lho La"
people falling,70,EVER,Prodanov death at 8600m; Yankov frostbitten fingers; 1 member hit by falling empty oxygen bottle in Apr; Savov frostbitten toes
people falling,71,EVER,Two fatalities in descent from summit
people falling,85,EVER,Bruce retinal hemorrhage; Curry fell into crevasse and damaged nerve in arm
people falling,86,EVER,None (Saleki's feet fell into crevasse)
people falling,88,EVER,Manning slight frostbite; Browning serious pulmonary edema in descent from top
people falling,91,EVER,Park lead climbing above C3 and fell injuring leg and dropped out; 1 Sherpa toes frostbitten but will heal; Chong altitude sickness at C2
people falling,95,EVER,Gomez altitude sickness and stopped climb; 1 member hit by falling stone but not hurt
people falling,97,EVER,Dutrievoz cracked rib in icefall; Meurisse had stroke at Lukla on return
people falling,103,EVER,"No problem at all until fatal fall, until then 'everything went perfectly'"
people falling,108,EVER,1 Sherpa's hand broken bare from falling stone; Cronlund frostbite
people falling,114,EVER,Member's toes frostbitten badly; Ang Karma fell 70-80m near 2nd Step but not really hurt; Valles bad altitude sickness from summit (used oxygen half bottle during descent to ABC)
people falling,116,EVER,2 members hit by falling rock & slightly hurt Dec 7 making route to C3; Nam 2 toes both feet frostbitten climbing C2 to C3 (may loose tips)
people falling,118,EVER,Delgado broken rib; 2 Sherpas slightly injured by seracs falling from right of route
people falling,120,EVER,Purto fell into crevasse alone just above C4 on descent but not hurt
people falling,122,EVER,Hoshi fatal fall; Ohmiya frostbite; Viktor chest problem (went to Zhangmu and returned)
people falling,124,EVER,Papta pulmonary edema and 2 fingers bad frostbite; Bisht 3 fingers bad frostbite; Sher Singh died in the icefall
people falling,125,EVER,Sherpa fell in icefall and injured knee
people falling,142,EVER,"Pasang Kazi fell below summit for 200m, self-arrested, broke ribs only"
people falling,144,EVER,Jacquet pneumonia; Aubertin great pain in knees; Ang Gyalzen fell into river after leaving BC for home village
people falling,148,EVER,"2 Sherpas injured in icefall (1 broken leg, 1 broken ribs and 'banged' head)"
people falling,152,EVER,Fell into crevasse into crevasse descending from Col below to his chest
people falling,158,EVER,Berg's fall & Sherpa's death only
people falling,183,EVER,Curnis frostbitten fingers; leader fell and 1 cook boy died altitude sickness
people falling,187,EVER,"Ang Phinzo stroke at ABC 5th May but recovered completely; Hahn needed help in descent, so did Morgan; Rheinburger died of exhaustion after summiting"
people falling,194,EVER,Gryzka slight frostbite; Gyalbu not hurt by slight fall
people falling,216,EVER,Navarro killed in 250m fall from 7500m; Zamarbide injured in same fall
people falling,224,EVER,Marty Hoey fatal fall
people falling,225,EVER,Tenzin fell into crevasse between C1 & C2 climb; Weathers had snow[-blind] problem from arrival at C1 on 16th April to S Col)
people falling,227,EVER,Gau badly frostbitten during bivouac at 8300m; Chen fatal fall
people falling,233,EVER,Ongchu Lama seriously injured by stonefall on his head
people falling,250,EVER,1 Sherpa killed in Khumbu Icefall; Piana killed by avalanche above C2
people falling,251,EVER,1 Sherpa injured in Icefall brought to KTM
people falling,254,EVER,Steger fell and broke 2 ribs and wrist bone; only trauma on Everest
people falling,259,EVER,Griffiths and 3 Sherpas killed in Khumbu Icefall
people falling,260,EVER,Ang Phu Sherpa fell to death on descent
people falling,262,EVER,Hannalore Schmatz and Genet died on descent from exposure
people falling,272,EVER,Mingma Tamang slipped at 8500m and fell 2500m body not found
people falling,274,EVER,Nima Rinzi fatal fall on May 6
people falling,281,EVER,Iwan Setiawan fell 5 times on Hillary Step but not hurt
people falling,282,EVER,Burke fell to death near summit
people falling,285,EVER,Tony Tighe killed in icefall by falling serac
people falling,295,EVER,6 Sherpas killed in Khumbu Icefall
people falling,296,EVER,1 Sherpa killed by fall into crevasse
people falling,298,EVER,Breitenbach killed in Khumbu Icefall
people falling,310,EVER,Fell about 60m just before reaching C4 and toes of right foot slightly frostbitten
people falling,312,EVER,Viral infection turned back 2 members and Sherpas; Laughton 2 frostbitten toes; Crosthwaite fell but not hurt
people falling,314,EVER,Heinrich fell; Whittaker throat infection
people falling,318,EVER,Kellas and 1 porter died on approach march
people falling,320,EVER,Mallory and Irvine disappeared (fall?); 1 porter and 1 Ghurka NCO died of illness
people falling,325,EVER,1 confirmed dead in fall; rumored many others dead (24?) because of insufficient equipment and reliance on Mao thoughts
people falling,326,EVER,1 Sherpa killed by icefall; 1 member died of heart attack
people falling,328,EVER,1 Sherpa died in icefall
people falling,329,EVER,Boardman and Tasker disappeared on NE Ridge
people falling,343,EVER,Smith toes both feet frostbitten but will heal; Everett avalanches; Tinker altitude; Matthews disappeared (fell?)
people falling,349,EVER,Mursagulow developed recurrence of liver trouble; Sarkisov & Chewang snowblind
people falling,359,EVER,Nothing serious but Anna slipped during descent when briefly fell asleep
people falling,361,EVER,Hoffman frostbitten in descent from balcony and snowblinded; Boice frostbitten fingers
people falling,363,EVER,Wise bruised hand in icefall and left early; Gattone snowblind
people falling,371,EVER,Stoltz fatal fall
people falling,379,EVER,"Nawang Wangchu dizzy and back pain, vomitting so sent home"
people falling,381,EVER,O'Bryan trouble breathing (asthema) while descending from top on 23 May; Babu Chiri's death
people falling,383,EVER,Ganner died in fall
people falling,388,EVER,"T. Stubbs tore ligament in knee, on way to ABC, 15 Apr and stayed in BC or rest of expedition. Dunlop bad chest infection descending from ABC, his highest point."
people falling,399,EVER,Klein knocked unconscious by falling stone but recovered
people falling,400,EVER,Keresztesi badly frostbitten fingers during descent and snowblindness; Gardos fatal fall in storm
people falling,406,EVER,Muktu Lhakpa fell and had internal injuries; Larrandaburu frostbitten fingers and snowblind in C3
people falling,418,EVER,Plagued by gastro-intestinal problems frequently; Ruddick's tooth fell out and became infected; Hillary fell in descent
people falling,426,EVER,Bhim Bahadur Gurung fatal fall
people falling,431,EVER,Death of assistant TV cameraman Arnaud Saulnier in BC on night of 8th or 9th due to heart failure; Blanc-Vial broken arm; Gueorguievsky fell into crevasses hurt his ribs; Loizeau got frostbite of 4 fingers; Blanc-Vial fell & broke left arm
people falling,436,EVER,1 Sherpa fell and broke ankle (Pemba Tenzi); Watkins cerebral edema (had gone a little way into icefall); Bousselaire developed pulmonary edema; Guller brief snowblindness; 1 Sherpa died of AMS
people falling,437,EVER,Peterson cerebral edema; Wolfgruber respiratory infection; Chhongba Nuru got his knee hurt (he fell in a small crevasse in South Col on 21st and next day sent to BC)
people falling,438,EVER,"Delachat fell down at the beginning of icefall on Apr 15th in the morning (6 am), right shoulder badly injured, evacuated on same day at 9 am by helicopter (19 or 20th left for France)"
people falling,441,EVER,Mackay collapsed when oxygen ran out at balcony
people falling,451,EVER,Warner hit by falling oxygen bottles on back of head and left 26 May
people falling,453,EVER,Frostbite of hands of Castillo at C2 while descending
people falling,457,EVER,Margus Proos fell into crevasse about 4 meters deep on 18th
people falling,460,EVER,Liszewski's fatal fall
people falling,464,EVER,Phu Dorje and 1 Chinese summiter snowblind and 2 Chinese slightly frostbitten fingers
people falling,470,EVER,"Doorakkers twisted ankle while descending from C2 to C1 on May 7 (rested for one week, but could not attempt for summit)"
people falling,471,EVER,Tsianos snowblind on 18 April below first step in descent; Chisti stomach ache (left expedition about 5 May)
people falling,472,EVER,Petkov's blindness; Hristov died during descent
people falling,475,EVER,Ota fatal fall at Second Step
people falling,479,EVER,Brook mildly frostbitten fingers; Pema Chirri's head cut by stone falling on Lhotse Face
people falling,480,EVER,Antezana died (of exhaustion?) at balcony on descent from summit
people falling,484,EVER,Zachary lost consciousness and has frostbite
people falling,503,EVER,Mukherjee frostbitten during summit attempt; Chaitanya fatal fall
people falling,510,EVER,Burke rejoined expedition 27 April at BC; Webster fell in Icefall and broke his leg
people falling,512,EVER,Mulepati suffered from snow blindness while descending from summit (weather was bad and she had removed her sunglass overnight; she recovered from the blindness with medication; next morning it was not that bad)
people falling,514,EVER,Bondarenko slipped in ice slope before the South Col while descending on May 21 (he was not clipped to fixed rope)
people falling,516,EVER,Steger broke his left hand in Chhukung (he was crossing the river which was covered with ice)
people falling,526,EVER,"While descending Chang suffered from pulmonary edema, cerebral edema, keratitis, pneumonia at the altitude of 8200m on 31st (he took medicines as soon as he realized the sickness)"
people falling,528,EVER,Fatal fall by Mike O'Brien only
people falling,531,EVER,Dawa Temba and Lhakpa Tsering died in the icefall
people falling,532,EVER,Two Sherpas belong to Team No Limits group of independent climber dead on icefall due to collapse of seracs
people falling,533,EVER,Kami Rita (Topke) injured by Icefall fallings; diabetic Winkler near collapse
people falling,535,EVER,"Gerstein suffered from stroke; Allen suffered from chest infection; Khumbu Icefall collapsed on Ang Phintso, aka Tenzing Phinzo (Phortse)"
people falling,538,EVER,Letrange fatality on descent from summit
people falling,547,EVER,Olsson's fatal fall
people falling,548,EVER,Kishan slipped at 8400m and fell down; Anand cerebral edema
people falling,550,EVER,First degree frostbite in both toes of Go whiles descending between ABC to CBC
people falling,559,EVER,None except Armour's fainting
people falling,561,EVER,Chiew and Jackson got pneumonia and left BC on 14 May to go down to Zangmu's lower altitude to recover (they returned to BC on 18 May and later summited)
people falling,578,EVER,Martini's Sherpa Dawa died on 26 April due to ice falling on his head at the base of Lhotse Face
people falling,581,EVER,Alzuman snowblinded briefly at C4 22 May; Naseer slipped in Icefall
people falling,588,EVER,"Altitude sickness, fell into a hole"
people falling,604,EVER,Cesar Perez de Tudela suffered from cardiac problem in BC on 20 April; both father & son went down to Zhangmu
people falling,606,EVER,Sambahamphe had problem in her leg while going to South Col (cold feet)
people falling,623,EVER,Fall at Hillary Step by Norris
people falling,626,EVER,Berry fell and broke ribs; Filkov went blind
people falling,628,EVER,Jordan's crampon hit Paul's head (had to have 8 stitches) due to avalanche
people falling,632,EVER,"Pedro Jose Garcia got frostbite (right ear, left-hand little finger, right-hand index, middle and little fingers); Alfredo Garcia suffered from pulmonary edema while descending"
people falling,637,EVER,Muharrem collapsed at the Balcony
people falling,642,EVER,Shah's fatal collapse
people falling,646,EVER,Neefjes frostbite and Lhakpa Nuru's broken jaw from falling rock
people falling,647,EVER,Bernhard fell down stairs in Nyalam (two broken ribs)
people falling,653,EVER,Snowblindness for Negi and Chandola
people falling,665,EVER,1 Lhotse member lost all strength
people falling,677,EVER,Searle fall into crevasse
people falling,694,EVER,Lama Babu Sherpa fell from South Summit (body was not found); Pozdnii's snowblindness and frostbite
people falling,699,EVER,Gaddi fell into a crevasse at 6800m (but not injured)
people falling,704,EVER,"Snowblindness for Parma, knee injury for Pandey, AMS for Birn. 

"
people falling,705,EVER,Chies crevasse fall
people falling,706,EVER,"Bob Wood and Ang Nuru Sherpa injurd ice collapse in the icefall (both were rescued by helicopter, both had minor injuries)."
people falling,712,AMAD,Bumann and Senn fatal falls
people falling,714,AMAD,Ishibashi was killed in fall on descent from summit
people falling,718,AMAD,Massardier fell just above BC on unstable rocks of moriane & broke both the legs on Nov 30; no other problems
people falling,743,AMAD,Koch twisted ankle bouldering at BC (returned home)
people falling,750,AMAD,Nothing serious but falling rock did hit 4 climbers
people falling,751,AMAD,Goni fatal fall
people falling,756,AMAD,Only fatal fall
people falling,762,AMAD,Small falling seracs caused some pain
people falling,763,AMAD,Mutter fell at 5000m & hurt ribs; returned to climb but couldn't breath & did not go above C1
people falling,789,AMAD,Treibel fell into obvious bergschrung & tore ligaments on way to top; slight frostbite to 2 members
people falling,812,AMAD,"Peter Hillary seriously injured of the three was hospitalized in KTM with broken forearm, badly sprained ankle and cracked rib; Geoff bad rope burn; Hyslop killed by avalanche"
people falling,814,AMAD,Schmitt frostbitten fingers (will be Ok); Oberwieser fell at 5650m and tore a ligament in ankle
people falling,816,AMAD,Nothing serious; one member put his weight on a rope that broke and landed unharmed in snow drift
people falling,820,AMAD,Kouznetsov and Plotnikov not above BC because unwell
people falling,826,AMAD,Fraser and Harris disappeared on way to summit (fall?)
people falling,833,AMAD,"2 ill, 1 hurt ankle"
people falling,835,AMAD,Johansson accident at BC (he fell down)
people falling,852,AMAD,Alexander fell with loose boulder but only bruises but developed pulmonary edema
people falling,882,AMAD,Several falls on fixed ropes but not hurt; chronic stomach trouble
people falling,891,AMAD,Rackl fatal fall
people falling,906,AMAD,Carr broke ankle leaving BC; Ewert altitude sickness at BC and left 11th or 12th Oct; Pritchard suffered from altitude sickness (recovered in BC and summited)
people falling,908,AMAD,Pemba Dorje fell; Song altitude sickness
people falling,949,AMAD,Only fatal fall
people falling,951,AMAD,Cui fatal fall
people falling,970,AMAD,"Ben Yehuda fell about 10m near to C2 while descending, not injured"
people falling,975,AMAD,Vilaplana suffered from HAS on 12 Nov while descending to BC (he was evacuated on 15 Nov by helicopter to Kathmandu)
people falling,977,AMAD,Aritza leg hurt due to fall of a piece of ice on his way down
people falling,985,AMAD,Two members died from AMS
people falling,997,AMAD,Jose Alvarez during the descent suffered frostbite and pulmonary edema.
people falling,998,AMAD,Haagensli rescued from C2 by helicopter
people falling,999,AMAD,Angela Boebel fell and broke her shoulder in two places.
people falling,1000,AMAD,Yoshiki Sakai hit by rockfall from another team.
people falling,1004,AMAD,"Bachmair injured on descent when snowstake popped out on rappel. Small head bash, heli-evacuated, checked, all good."
people falling,1025,CHOY,Slight frostbite to summiters; one Sherpa unhurt in fall onto crevasse
people falling,1026,CHOY,Only Ang Lhakpa fatal fall
people falling,1035,CHOY,"Timofeev hit by falling rock & top of head wounded (no helmet); Pogorelov had painful nerve problem in one leg, rested in BC one week and resumed climb; Pershin frostbite; doctor's fatal rock fall"
people falling,1047,CHOY,Koncz snowblinded on final descent day; Nagy slight frostbite
people falling,1049,CHOY,Numb toes from cold; slipped 100m on Apr 19 but not hurt
people falling,1054,CHOY,5 members frostbitten fingers or toes but probably will heal; 2 altitude sickness; Wasmann fatal fall
people falling,1057,CHOY,Schaer broke leg; Koechli sick
people falling,1065,CHOY,Heinrich hit by falling rock on leg and out of action 8 days; Kukuczka some frostbite of 2 toes but expects them to heal in time; Dmoch left expedition one day after arrival at BC because of heart problem
people falling,1073,CHOY,Altitude sickness by 6 members and kitchen boy
people falling,1077,CHOY,Kramer's badly broken leg; Siegers' frostbitten toes during Kramer's rescue on May 29 (lose tips of toes?)
people falling,1103,CHOY,Garra frostbitten fingers (black but will not loose tips); Magrima swollen & painful ankle from 20m fall; all toes frostnipped of summiters & Cucurull
people falling,1113,CHOY,"Brennan's ribs damaged in minibus, very painful"
people falling,1125,CHOY,Torres broke arms leaving ABC for BC
people falling,1192,CHOY,2 members died of AMS
people falling,1205,CHOY,Roesner fatal fall; Poppe slipped in descent from top and hurt his eye with goggles
people falling,1222,CHOY,Rafols fell 300m in his first descent but not hurt
people falling,1223,CHOY,"Lopez frostbitten hands, snowblindness, hematoma on head from fall"
people falling,1252,CHOY,Di Giorgio's left knee hit by a falling piece of rock
people falling,1277,CHOY,Kunga Sherpa slipped at C1 and broke bone in elbow; Lambert chest infection and left 20 Oct
people falling,1294,CHOY,Cinnamond fell into crevasse; Kelly got severe diarrhea and toothache
people falling,1309,CHOY,Hoek Van Dyke fell and broke ribs; Boslooper 1 frostbitten finger
