acc_id,tag,prob,tag_id,peakid,accidents,new_tag
756,inadequate preparation,0.968505859375,15,AMAD,Only fatal fall,inadequate preparation
756,people falling,0.9506431818008423,25,AMAD,Only fatal fall,people falling
756,steep rock,0.7275580763816833,23,AMAD,Only fatal fall,steep rock
756,lack of experience,0.5591964721679688,16,AMAD,Only fatal fall,lack of experience
757,respiratory problems,0.9990905523300171,31,AMAD,Ang Dorje got sick (throat) & left BC 16 Oct to Pheriche aid post,respiratory problems
757,medical issues (not altitude-related),0.849420428276062,32,AMAD,Ang Dorje got sick (throat) & left BC 16 Oct to Pheriche aid post,medical issues (not altitude-related)
757,lack of experience,0.5411520004272461,16,AMAD,Ang Dorje got sick (throat) & left BC 16 Oct to Pheriche aid post,lack of experience
759,frostbite,0.9889897704124451,6,AMAD,Both summiters very slight frostbite; Baek serious altitude sickness,frostbite
759,extreme cold,0.9382612109184265,5,AMAD,Both summiters very slight frostbite; Baek serious altitude sickness,extreme cold
759,acute mountain sickness (AMS),0.7102921605110168,0,AMAD,Both summiters very slight frostbite; Baek serious altitude sickness,high-altitude illness
759,lack of fitness,0.5482423901557922,17,AMAD,Both summiters very slight frostbite; Baek serious altitude sickness,lack of fitness
759,hypothermia,0.5129069089889526,12,AMAD,Both summiters very slight frostbite; Baek serious altitude sickness,hypothermia
760,broken bones,0.9987720251083374,29,AMAD,Hubert right arm broken in one place above elbow,medical issues (not altitude-related)
761,frostbite,0.9961016178131104,6,AMAD,Yamanoi one frostbitten finger (maybe will lose tip),frostbite
761,extreme cold,0.9493285417556763,5,AMAD,Yamanoi one frostbitten finger (maybe will lose tip),extreme cold
762,people falling,0.9011494517326355,25,AMAD,Small falling seracs caused some pain,people falling
763,people falling,0.9720720648765564,25,AMAD,Mutter fell at 5000m & hurt ribs; returned to climb but couldn't breath & did not go above C1,people falling
763,respiratory problems,0.8795807957649231,31,AMAD,Mutter fell at 5000m & hurt ribs; returned to climb but couldn't breath & did not go above C1,respiratory problems
763,steep rock,0.7683107256889343,23,AMAD,Mutter fell at 5000m & hurt ribs; returned to climb but couldn't breath & did not go above C1,steep rock
763,lack of fitness,0.679874062538147,17,AMAD,Mutter fell at 5000m & hurt ribs; returned to climb but couldn't breath & did not go above C1,lack of fitness
763,broken bones,0.518566370010376,29,AMAD,Mutter fell at 5000m & hurt ribs; returned to climb but couldn't breath & did not go above C1,medical issues (not altitude-related)
765,respiratory problems,0.9991623163223267,31,AMAD,Clemenson & Hamel bronchitis,respiratory problems
765,medical issues (not altitude-related),0.7617460489273071,32,AMAD,Clemenson & Hamel bronchitis,medical issues (not altitude-related)
768,respiratory problems,0.9957218766212463,31,AMAD,"Nothing serious (Rogeat ill on approach march only; not altitude?-breathing problem, very tired)",respiratory problems
768,medical issues (not altitude-related),0.9802295565605164,32,AMAD,"Nothing serious (Rogeat ill on approach march only; not altitude?-breathing problem, very tired)",medical issues (not altitude-related)
768,exhaustion,0.8287934064865112,4,AMAD,"Nothing serious (Rogeat ill on approach march only; not altitude?-breathing problem, very tired)",exhaustion
770,medical issues (not altitude-related),0.9443168044090271,32,AMAD,Hofner left early because of knee problem,medical issues (not altitude-related)
770,lack of fitness,0.8966582417488098,17,AMAD,Hofner left early because of knee problem,lack of fitness
770,people falling,0.5181564092636108,25,AMAD,Hofner left early because of knee problem,people falling
771,lack of experience,0.6459989547729492,16,AMAD,Umbauer blind in one eye at C1 from altitude (Gamov bag used but not helped),lack of experience
771,equipment failure,0.6277910470962524,3,AMAD,Umbauer blind in one eye at C1 from altitude (Gamov bag used but not helped),equipment failure
771,inadequate preparation,0.6220986247062683,15,AMAD,Umbauer blind in one eye at C1 from altitude (Gamov bag used but not helped),inadequate preparation
772,inadequate preparation,0.5942830443382263,15,AMAD,"Day altitude pressure on eye, temporarily partially blind; Orwin slight altitude sickness",inadequate preparation
773,respiratory problems,0.9528812766075134,31,AMAD,Perren altitude sickness,respiratory problems
773,acute mountain sickness (AMS),0.7973229289054871,0,AMAD,Perren altitude sickness,high-altitude illness
773,pulmonary edema (HAPE),0.7236050963401794,9,AMAD,Perren altitude sickness,high-altitude illness
776,frostbite,0.9946507215499878,6,AMAD,"Corvini, Burns, Smith and Willard frostbitten fingers; also 3 with frozen toes",frostbite
776,extreme cold,0.9710079431533813,5,AMAD,"Corvini, Burns, Smith and Willard frostbitten fingers; also 3 with frozen toes",extreme cold
776,hypothermia,0.812557578086853,12,AMAD,"Corvini, Burns, Smith and Willard frostbitten fingers; also 3 with frozen toes",hypothermia
777,steep rock,0.5933303236961365,23,AMAD,1 member slight injury to leg on Cholatse,steep rock
778,frostbite,0.7640114426612854,6,AMAD,Ikeda slight altitude sickness; Kimura and Takiguchi slightly frostbitten toes,frostbite
778,acute mountain sickness (AMS),0.6329165697097778,0,AMAD,Ikeda slight altitude sickness; Kimura and Takiguchi slightly frostbitten toes,high-altitude illness
779,cerebral edema (HACE),0.8672062158584595,11,AMAD,Idema cerebral altitude sickness,high-altitude illness
779,respiratory problems,0.7894749641418457,31,AMAD,Idema cerebral altitude sickness,respiratory problems
781,frostbite,0.9916121959686279,6,AMAD,Haid has frostbitten toes on both feet but may lose nothing [actually lost seven toes]; Krismer none; both walked from BC to Lukla; Haid thinks frostbite not from summit but tight boots,frostbite
781,extreme cold,0.9641847014427185,5,AMAD,Haid has frostbitten toes on both feet but may lose nothing [actually lost seven toes]; Krismer none; both walked from BC to Lukla; Haid thinks frostbite not from summit but tight boots,extreme cold
781,people falling,0.6562033891677856,25,AMAD,Haid has frostbitten toes on both feet but may lose nothing [actually lost seven toes]; Krismer none; both walked from BC to Lukla; Haid thinks frostbite not from summit but tight boots,people falling
781,lack of experience,0.6022673845291138,16,AMAD,Haid has frostbitten toes on both feet but may lose nothing [actually lost seven toes]; Krismer none; both walked from BC to Lukla; Haid thinks frostbite not from summit but tight boots,lack of experience
782,frostbite,0.9967182278633118,6,AMAD,Georges has 4 frostbitten fingers from making snowhole for 4th bivouac,frostbite
782,extreme cold,0.9877332448959351,5,AMAD,Georges has 4 frostbitten fingers from making snowhole for 4th bivouac,extreme cold
782,snowfall,0.9627344608306885,22,AMAD,Georges has 4 frostbitten fingers from making snowhole for 4th bivouac,weather-related issues
782,hypothermia,0.775870144367218,12,AMAD,Georges has 4 frostbitten fingers from making snowhole for 4th bivouac,hypothermia
782,blizzards,0.6529960036277771,2,AMAD,Georges has 4 frostbitten fingers from making snowhole for 4th bivouac,weather-related issues
782,lack of experience,0.5234470367431641,16,AMAD,Georges has 4 frostbitten fingers from making snowhole for 4th bivouac,lack of experience
783,respiratory problems,0.9986481666564941,31,AMAD,Kafmann pulmonary edema but after 2 days at Thyangboche and up,respiratory problems
783,steep rock,0.7099481821060181,23,AMAD,Kafmann pulmonary edema but after 2 days at Thyangboche and up,steep rock
785,broken bones,0.8132919669151306,29,AMAD,None on mountain but Stewart leg wounded by trail collapse near Chaunrikharka,medical issues (not altitude-related)
785,lack of experience,0.762161374092102,16,AMAD,None on mountain but Stewart leg wounded by trail collapse near Chaunrikharka,lack of experience
785,people falling,0.6168333292007446,25,AMAD,None on mountain but Stewart leg wounded by trail collapse near Chaunrikharka,people falling
788,respiratory problems,0.9476491808891296,31,AMAD,Raymond altitude sickness 7th Oct (used Gamov bag & recovered),respiratory problems
788,acute mountain sickness (AMS),0.785301685333252,0,AMAD,Raymond altitude sickness 7th Oct (used Gamov bag & recovered),high-altitude illness
789,people falling,0.9784181714057922,25,AMAD,Treibel fell into obvious bergschrung & tore ligaments on way to top; slight frostbite to 2 members,people falling
789,steep rock,0.8582566976547241,23,AMAD,Treibel fell into obvious bergschrung & tore ligaments on way to top; slight frostbite to 2 members,steep rock
789,broken bones,0.8575899004936218,29,AMAD,Treibel fell into obvious bergschrung & tore ligaments on way to top; slight frostbite to 2 members,medical issues (not altitude-related)
789,frostbite,0.8231209516525269,6,AMAD,Treibel fell into obvious bergschrung & tore ligaments on way to top; slight frostbite to 2 members,frostbite
789,extreme cold,0.8036658763885498,5,AMAD,Treibel fell into obvious bergschrung & tore ligaments on way to top; slight frostbite to 2 members,extreme cold
789,lack of fitness,0.5073816776275635,17,AMAD,Treibel fell into obvious bergschrung & tore ligaments on way to top; slight frostbite to 2 members,lack of fitness
792,mental stress,0.9843546748161316,18,AMAD,None on mountain (but Patscheider has some kind of mental problem becuse not well acclimatized - 9th),mental stress
792,lack of experience,0.9672643542289734,16,AMAD,None on mountain (but Patscheider has some kind of mental problem becuse not well acclimatized - 9th),lack of experience
792,inadequate preparation,0.9398103356361389,15,AMAD,None on mountain (but Patscheider has some kind of mental problem becuse not well acclimatized - 9th),inadequate preparation
792,lack of fitness,0.7142441868782043,17,AMAD,None on mountain (but Patscheider has some kind of mental problem becuse not well acclimatized - 9th),lack of fitness
793,lack of experience,0.9162312150001526,16,AMAD,Nothing,lack of experience
793,inadequate preparation,0.8724616169929504,15,AMAD,Nothing,inadequate preparation
793,lack of fitness,0.7703445553779602,17,AMAD,Nothing,lack of fitness
794,lack of experience,0.9162312150001526,16,AMAD,Nothing,lack of experience
794,inadequate preparation,0.8724616169929504,15,AMAD,Nothing,inadequate preparation
794,lack of fitness,0.7703445553779602,17,AMAD,Nothing,lack of fitness
795,respiratory problems,0.9987283945083618,31,AMAD,Tufvesson sinusitis,respiratory problems
795,medical issues (not altitude-related),0.90273118019104,32,AMAD,Tufvesson sinusitis,medical issues (not altitude-related)
796,inadequate preparation,0.6754140853881836,15,AMAD,Greene altitude sickness; Simmonds knee suddenly flared because of old knee injury,inadequate preparation
796,acute mountain sickness (AMS),0.585056483745575,0,AMAD,Greene altitude sickness; Simmonds knee suddenly flared because of old knee injury,high-altitude illness
797,frostbite,0.9983845949172974,6,AMAD,Kobayashi had frostbite on his toes,frostbite
797,extreme cold,0.9954643249511719,5,AMAD,Kobayashi had frostbite on his toes,extreme cold
797,hypothermia,0.924764096736908,12,AMAD,Kobayashi had frostbite on his toes,hypothermia
797,icefall,0.5178543329238892,14,AMAD,Kobayashi had frostbite on his toes,icefall
797,people falling,0.5114215612411499,25,AMAD,Kobayashi had frostbite on his toes,people falling
798,respiratory problems,0.9565463662147522,31,AMAD,Schweiger altitude sickness,respiratory problems
798,acute mountain sickness (AMS),0.886101484298706,0,AMAD,Schweiger altitude sickness,high-altitude illness
799,steep rock,0.903020977973938,23,AMAD,"Walker cerebral edema on 31 Oct, went to Pangboche and up to top",steep rock
799,cerebral edema (HACE),0.8127719759941101,11,AMAD,"Walker cerebral edema on 31 Oct, went to Pangboche and up to top",high-altitude illness
800,lack of experience,0.9162312150001526,16,AMAD,Nothing,lack of experience
800,inadequate preparation,0.8724616169929504,15,AMAD,Nothing,inadequate preparation
800,lack of fitness,0.7703445553779602,17,AMAD,Nothing,lack of fitness
801,lack of experience,0.9162312150001526,16,AMAD,Nothing,lack of experience
801,inadequate preparation,0.8724616169929504,15,AMAD,Nothing,inadequate preparation
801,lack of fitness,0.7703445553779602,17,AMAD,Nothing,lack of fitness
803,respiratory problems,0.9908949732780457,31,AMAD,Kecman altitude sickness; Halilovic flu infection and altitude,respiratory problems
804,medical issues (not altitude-related),0.9873978495597839,32,AMAD,Nothing serious; doctor got sick but stayed to end,medical issues (not altitude-related)
804,respiratory problems,0.6067203283309937,31,AMAD,Nothing serious; doctor got sick but stayed to end,respiratory problems
804,lack of experience,0.5691928863525391,16,AMAD,Nothing serious; doctor got sick but stayed to end,lack of experience
804,stomach problems,0.5613032579421997,26,AMAD,Nothing serious; doctor got sick but stayed to end,stomach problems
805,stomach problems,0.9987892508506775,26,AMAD,Etienne stomach trouble,stomach problems
805,medical issues (not altitude-related),0.9252423644065857,32,AMAD,Etienne stomach trouble,medical issues (not altitude-related)
806,lack of experience,0.9218752980232239,16,AMAD,Stampiglia took time to acclimatize but not seriously,lack of experience
806,extreme cold,0.622431218624115,5,AMAD,Stampiglia took time to acclimatize but not seriously,extreme cold
806,lack of fitness,0.5966665744781494,17,AMAD,Stampiglia took time to acclimatize but not seriously,lack of fitness
807,inadequate preparation,0.6396337151527405,15,AMAD,Nothing except mild frost up by Mailhot,inadequate preparation
808,frostbite,0.976566731929779,6,AMAD,Creatura slight frostbite,frostbite
808,extreme cold,0.9156520962715149,5,AMAD,Creatura slight frostbite,extreme cold
808,hypothermia,0.8443063497543335,12,AMAD,Creatura slight frostbite,hypothermia
808,icefall,0.8197497725486755,14,AMAD,Creatura slight frostbite,icefall
810,steep rock,0.580441415309906,23,AMAD,No accidents. Boysen walked to BC Ok in larger boots. No serious illnesses,steep rock
810,lack of experience,0.5324880480766296,16,AMAD,No accidents. Boysen walked to BC Ok in larger boots. No serious illnesses,lack of experience
811,respiratory problems,0.6181793808937073,31,AMAD,6 members got some altitude sickness; nothing serious,respiratory problems
811,lack of experience,0.5432841777801514,16,AMAD,6 members got some altitude sickness; nothing serious,lack of experience
812,broken bones,0.9976574778556824,29,AMAD,"Peter Hillary seriously injured of the three was hospitalized in KTM with broken forearm, badly sprained ankle and cracked rib; Geoff bad rope burn; Hyslop killed by avalanche",medical issues (not altitude-related)
812,people falling,0.7881562113761902,25,AMAD,"Peter Hillary seriously injured of the three was hospitalized in KTM with broken forearm, badly sprained ankle and cracked rib; Geoff bad rope burn; Hyslop killed by avalanche",people falling
812,avalanches,0.7749436497688293,1,AMAD,"Peter Hillary seriously injured of the three was hospitalized in KTM with broken forearm, badly sprained ankle and cracked rib; Geoff bad rope burn; Hyslop killed by avalanche",avalanches
813,acute mountain sickness (AMS),0.971754789352417,0,AMAD,French member's altitude problem,high-altitude illness
813,pulmonary edema (HAPE),0.7981120944023132,9,AMAD,French member's altitude problem,high-altitude illness
813,people falling,0.5020396709442139,25,AMAD,French member's altitude problem,people falling
814,broken bones,0.9896236658096313,29,AMAD,Schmitt frostbitten fingers (will be Ok); Oberwieser fell at 5650m and tore a ligament in ankle,medical issues (not altitude-related)
814,people falling,0.9873588681221008,25,AMAD,Schmitt frostbitten fingers (will be Ok); Oberwieser fell at 5650m and tore a ligament in ankle,people falling
814,frostbite,0.9262737035751343,6,AMAD,Schmitt frostbitten fingers (will be Ok); Oberwieser fell at 5650m and tore a ligament in ankle,frostbite
814,extreme cold,0.8109054565429688,5,AMAD,Schmitt frostbitten fingers (will be Ok); Oberwieser fell at 5650m and tore a ligament in ankle,extreme cold
814,steep rock,0.6323573589324951,23,AMAD,Schmitt frostbitten fingers (will be Ok); Oberwieser fell at 5650m and tore a ligament in ankle,steep rock
815,frostbite,0.9975916743278503,6,AMAD,Chang frostbitten toes,frostbite
815,extreme cold,0.9949197769165039,5,AMAD,Chang frostbitten toes,extreme cold
815,hypothermia,0.7682462930679321,12,AMAD,Chang frostbitten toes,hypothermia
815,lack of experience,0.5981159210205078,16,AMAD,Chang frostbitten toes,lack of experience
816,snowfall,0.9462787508964539,22,AMAD,Nothing serious; one member put his weight on a rope that broke and landed unharmed in snow drift,weather-related issues
816,equipment failure,0.9430620074272156,3,AMAD,Nothing serious; one member put his weight on a rope that broke and landed unharmed in snow drift,equipment failure
816,people falling,0.9335018992424011,25,AMAD,Nothing serious; one member put his weight on a rope that broke and landed unharmed in snow drift,people falling
818,lack of experience,0.9162312150001526,16,AMAD,Nothing,lack of experience
818,inadequate preparation,0.8724616169929504,15,AMAD,Nothing,inadequate preparation
818,lack of fitness,0.7703445553779602,17,AMAD,Nothing,lack of fitness
819,respiratory problems,0.9996131062507629,31,AMAD,Harvey had pneumonia,respiratory problems
819,medical issues (not altitude-related),0.9748216271400452,32,AMAD,Harvey had pneumonia,medical issues (not altitude-related)
819,lack of fitness,0.9144843816757202,17,AMAD,Harvey had pneumonia,lack of fitness
820,lack of fitness,0.9876376986503601,17,AMAD,Kouznetsov and Plotnikov not above BC because unwell,lack of fitness
820,people falling,0.9260056614875793,25,AMAD,Kouznetsov and Plotnikov not above BC because unwell,people falling
820,exhaustion,0.851882815361023,4,AMAD,Kouznetsov and Plotnikov not above BC because unwell,exhaustion
820,mental stress,0.8083918690681458,18,AMAD,Kouznetsov and Plotnikov not above BC because unwell,mental stress
820,inadequate preparation,0.6271390318870544,15,AMAD,Kouznetsov and Plotnikov not above BC because unwell,inadequate preparation
820,respiratory problems,0.6153258681297302,31,AMAD,Kouznetsov and Plotnikov not above BC because unwell,respiratory problems
820,medical issues (not altitude-related),0.5943201780319214,32,AMAD,Kouznetsov and Plotnikov not above BC because unwell,medical issues (not altitude-related)
820,extreme cold,0.5609171986579895,5,AMAD,Kouznetsov and Plotnikov not above BC because unwell,extreme cold
821,frostbite,0.9939031004905701,6,AMAD,"Slight frostbite (Hackett, Pappas and Sullivan); Hart maybe more serious",frostbite
821,extreme cold,0.7085123062133789,5,AMAD,"Slight frostbite (Hackett, Pappas and Sullivan); Hart maybe more serious",extreme cold
821,hypothermia,0.560431957244873,12,AMAD,"Slight frostbite (Hackett, Pappas and Sullivan); Hart maybe more serious",hypothermia
822,medical issues (not altitude-related),0.9176376461982727,32,AMAD,Nothing serious but 3 members mild illnesses,medical issues (not altitude-related)
823,respiratory problems,0.9991609454154968,31,AMAD,Sirdar Ang Dorje pneumonia; 1 member altitude sickness to over exertion,respiratory problems
823,lack of fitness,0.663698136806488,17,AMAD,Sirdar Ang Dorje pneumonia; 1 member altitude sickness to over exertion,lack of fitness
823,acute mountain sickness (AMS),0.6578862071037292,0,AMAD,Sirdar Ang Dorje pneumonia; 1 member altitude sickness to over exertion,high-altitude illness
823,exhaustion,0.6011146903038025,4,AMAD,Sirdar Ang Dorje pneumonia; 1 member altitude sickness to over exertion,exhaustion
824,respiratory problems,0.9525463581085205,31,AMAD,Schmitt altitude sickness,respiratory problems
824,acute mountain sickness (AMS),0.5212607383728027,0,AMAD,Schmitt altitude sickness,high-altitude illness
826,people falling,0.9942701458930969,25,AMAD,Fraser and Harris disappeared on way to summit (fall?),people falling
826,getting lost,0.9853664636611938,7,AMAD,Fraser and Harris disappeared on way to summit (fall?),getting lost
826,steep rock,0.8694047927856445,23,AMAD,Fraser and Harris disappeared on way to summit (fall?),steep rock
826,lack of experience,0.779401421546936,16,AMAD,Fraser and Harris disappeared on way to summit (fall?),lack of experience
826,lack of fitness,0.5667616128921509,17,AMAD,Fraser and Harris disappeared on way to summit (fall?),lack of fitness
827,lack of experience,0.9162312150001526,16,AMAD,Nothing,lack of experience
827,inadequate preparation,0.8724616169929504,15,AMAD,Nothing,inadequate preparation
827,lack of fitness,0.7703445553779602,17,AMAD,Nothing,lack of fitness
828,lack of experience,0.9162312150001526,16,AMAD,Nothing,lack of experience
828,inadequate preparation,0.8724616169929504,15,AMAD,Nothing,inadequate preparation
828,lack of fitness,0.7703445553779602,17,AMAD,Nothing,lack of fitness
829,medical issues (not altitude-related),0.8826708197593689,32,AMAD,Richards had to leave on Oct 19 due to serious illness (typhoid diagnosed in Khunde),medical issues (not altitude-related)
830,lack of experience,0.9162312150001526,16,AMAD,Nothing,lack of experience
830,inadequate preparation,0.8724616169929504,15,AMAD,Nothing,inadequate preparation
830,lack of fitness,0.7703445553779602,17,AMAD,Nothing,lack of fitness
831,respiratory problems,0.9990778565406799,31,AMAD,Buffoni bronchitis,respiratory problems
831,medical issues (not altitude-related),0.822613537311554,32,AMAD,Buffoni bronchitis,medical issues (not altitude-related)
832,medical issues (not altitude-related),0.9623892903327942,32,AMAD,Bazzana had tooth infection and left on 26th with Mesirca to help,medical issues (not altitude-related)
833,broken bones,0.981613039970398,29,AMAD,"2 ill, 1 hurt ankle",medical issues (not altitude-related)
833,people falling,0.7970266938209534,25,AMAD,"2 ill, 1 hurt ankle",people falling
833,medical issues (not altitude-related),0.794460117816925,32,AMAD,"2 ill, 1 hurt ankle",medical issues (not altitude-related)
833,lack of fitness,0.652447521686554,17,AMAD,"2 ill, 1 hurt ankle",lack of fitness
835,people falling,0.9982855916023254,25,AMAD,Johansson accident at BC (he fell down),people falling
835,lack of experience,0.7914053201675415,16,AMAD,Johansson accident at BC (he fell down),lack of experience
835,broken bones,0.700556755065918,29,AMAD,Johansson accident at BC (he fell down),medical issues (not altitude-related)
835,lack of fitness,0.665051281452179,17,AMAD,Johansson accident at BC (he fell down),lack of fitness
835,inadequate preparation,0.5813560485839844,15,AMAD,Johansson accident at BC (he fell down),inadequate preparation
836,respiratory problems,0.9718581438064575,31,AMAD,On 22 Oct Llatser had to descend from 200m below the summit to C1 due to vomiting and chest pains,respiratory problems
836,acute mountain sickness (AMS),0.827110767364502,0,AMAD,On 22 Oct Llatser had to descend from 200m below the summit to C1 due to vomiting and chest pains,high-altitude illness
836,lack of fitness,0.7035108208656311,17,AMAD,On 22 Oct Llatser had to descend from 200m below the summit to C1 due to vomiting and chest pains,lack of fitness
836,heart problems,0.6254474520683289,27,AMAD,On 22 Oct Llatser had to descend from 200m below the summit to C1 due to vomiting and chest pains,medical issues (not altitude-related)
836,steep rock,0.6198174357414246,23,AMAD,On 22 Oct Llatser had to descend from 200m below the summit to C1 due to vomiting and chest pains,steep rock
836,mental stress,0.6143749356269836,18,AMAD,On 22 Oct Llatser had to descend from 200m below the summit to C1 due to vomiting and chest pains,mental stress
836,extreme cold,0.5409544110298157,5,AMAD,On 22 Oct Llatser had to descend from 200m below the summit to C1 due to vomiting and chest pains,extreme cold
836,people falling,0.5376481413841248,25,AMAD,On 22 Oct Llatser had to descend from 200m below the summit to C1 due to vomiting and chest pains,people falling
837,steep rock,0.6631073355674744,23,AMAD,`,steep rock
838,stomach problems,0.9961463809013367,26,AMAD,13th Martin stomach trouble and did not get all the way to C1,stomach problems
838,getting lost,0.8704115152359009,7,AMAD,13th Martin stomach trouble and did not get all the way to C1,getting lost
838,lack of experience,0.7588313221931458,16,AMAD,13th Martin stomach trouble and did not get all the way to C1,lack of experience
838,inadequate preparation,0.746387243270874,15,AMAD,13th Martin stomach trouble and did not get all the way to C1,inadequate preparation
838,steep rock,0.6458613276481628,23,AMAD,13th Martin stomach trouble and did not get all the way to C1,steep rock
838,lack of fitness,0.5451661944389343,17,AMAD,13th Martin stomach trouble and did not get all the way to C1,lack of fitness
839,lack of experience,0.9162312150001526,16,AMAD,Nothing,lack of experience
839,inadequate preparation,0.8724616169929504,15,AMAD,Nothing,inadequate preparation
839,lack of fitness,0.7703445553779602,17,AMAD,Nothing,lack of fitness
840,respiratory problems,0.9931204915046692,31,AMAD,Van Mulken bad throat at BC on arrival from acclimatization; Huber gas stove problem,respiratory problems
840,lack of experience,0.8388863801956177,16,AMAD,Van Mulken bad throat at BC on arrival from acclimatization; Huber gas stove problem,lack of experience
840,inadequate preparation,0.6175585985183716,15,AMAD,Van Mulken bad throat at BC on arrival from acclimatization; Huber gas stove problem,inadequate preparation
840,extreme cold,0.5457006096839905,5,AMAD,Van Mulken bad throat at BC on arrival from acclimatization; Huber gas stove problem,extreme cold
841,frostbite,0.9953634738922119,6,AMAD,Small amount of frostbite on Chris's hands,frostbite
841,extreme cold,0.7362158894538879,5,AMAD,Small amount of frostbite on Chris's hands,extreme cold
841,hypothermia,0.6345189809799194,12,AMAD,Small amount of frostbite on Chris's hands,hypothermia
842,inadequate preparation,0.9884815216064453,15,AMAD,"Nothing serious but Morairty did not acclimatize well, did not get much higher than C1",inadequate preparation
842,lack of fitness,0.9466958045959473,17,AMAD,"Nothing serious but Morairty did not acclimatize well, did not get much higher than C1",lack of fitness
842,lack of experience,0.9434396028518677,16,AMAD,"Nothing serious but Morairty did not acclimatize well, did not get much higher than C1",lack of experience
843,frostbite,0.9961568117141724,6,AMAD,Fernandez slightly frostbitten toes,frostbite
843,extreme cold,0.9529164433479309,5,AMAD,Fernandez slightly frostbitten toes,extreme cold
843,hypothermia,0.5487353801727295,12,AMAD,Fernandez slightly frostbitten toes,hypothermia
844,medical issues (not altitude-related),0.5223247408866882,32,AMAD,Kowatsch cerebral edema in C3,medical issues (not altitude-related)
845,respiratory problems,0.8894106149673462,31,AMAD,Paden altitude sickness,respiratory problems
845,acute mountain sickness (AMS),0.5307452082633972,0,AMAD,Paden altitude sickness,high-altitude illness
846,stomach problems,0.9987669587135315,26,AMAD,Murphy's stomach problem kept him at C2 but not serious,stomach problems
846,medical issues (not altitude-related),0.9950373768806458,32,AMAD,Murphy's stomach problem kept him at C2 but not serious,medical issues (not altitude-related)
847,medical issues (not altitude-related),0.9969950914382935,32,AMAD,"Nothing on mountain, but Craig Hook kidney stone problem and did no climbing",medical issues (not altitude-related)
847,lack of experience,0.9568360447883606,16,AMAD,"Nothing on mountain, but Craig Hook kidney stone problem and did no climbing",lack of experience
847,lack of fitness,0.8693124651908875,17,AMAD,"Nothing on mountain, but Craig Hook kidney stone problem and did no climbing",lack of fitness
847,inadequate preparation,0.8466730117797852,15,AMAD,"Nothing on mountain, but Craig Hook kidney stone problem and did no climbing",inadequate preparation
848,respiratory problems,0.9981807470321655,31,AMAD,Isherwood bad bronchitis; Cusik broken thumb,respiratory problems
848,broken bones,0.9812856912612915,29,AMAD,Isherwood bad bronchitis; Cusik broken thumb,medical issues (not altitude-related)
848,medical issues (not altitude-related),0.9656177163124084,32,AMAD,Isherwood bad bronchitis; Cusik broken thumb,medical issues (not altitude-related)
849,extreme cold,0.9608803987503052,5,AMAD,Moore frostnip of one foot,extreme cold
849,frostbite,0.7420125007629395,6,AMAD,Moore frostnip of one foot,frostbite
849,hypothermia,0.7323998212814331,12,AMAD,Moore frostnip of one foot,hypothermia
849,icefall,0.6581043601036072,14,AMAD,Moore frostnip of one foot,icefall
849,lack of fitness,0.6122633218765259,17,AMAD,Moore frostnip of one foot,lack of fitness
849,lack of experience,0.6042951345443726,16,AMAD,Moore frostnip of one foot,lack of experience
849,inadequate preparation,0.5561049580574036,15,AMAD,Moore frostnip of one foot,inadequate preparation
850,frostbite,0.9915799498558044,6,AMAD,Prokopenko all fingers frostbitten badly,frostbite
850,extreme cold,0.9826797246932983,5,AMAD,Prokopenko all fingers frostbitten badly,extreme cold
850,hypothermia,0.6515363454818726,12,AMAD,Prokopenko all fingers frostbitten badly,hypothermia
851,respiratory problems,0.9995988011360168,31,AMAD,Mrs Leane Amann got flu,respiratory problems
851,medical issues (not altitude-related),0.9297881126403809,32,AMAD,Mrs Leane Amann got flu,medical issues (not altitude-related)
851,lack of fitness,0.9014405608177185,17,AMAD,Mrs Leane Amann got flu,lack of fitness
852,respiratory problems,0.9865895509719849,31,AMAD,Alexander fell with loose boulder but only bruises but developed pulmonary edema,respiratory problems
852,people falling,0.9853150844573975,25,AMAD,Alexander fell with loose boulder but only bruises but developed pulmonary edema,people falling
852,rockfall,0.9805137515068054,19,AMAD,Alexander fell with loose boulder but only bruises but developed pulmonary edema,rockfall
852,pulmonary edema (HAPE),0.9576647281646729,9,AMAD,Alexander fell with loose boulder but only bruises but developed pulmonary edema,high-altitude illness
852,lack of fitness,0.559827446937561,17,AMAD,Alexander fell with loose boulder but only bruises but developed pulmonary edema,lack of fitness
852,inadequate preparation,0.5032207369804382,15,AMAD,Alexander fell with loose boulder but only bruises but developed pulmonary edema,inadequate preparation
853,respiratory problems,0.999258279800415,31,AMAD,Fioretti got serious upper respiratory infection,respiratory problems
853,medical issues (not altitude-related),0.9523793458938599,32,AMAD,Fioretti got serious upper respiratory infection,medical issues (not altitude-related)
854,lack of experience,0.9863749742507935,16,AMAD,Venier had acclimatization problems and did not go above C1,lack of experience
854,inadequate preparation,0.9650087356567383,15,AMAD,Venier had acclimatization problems and did not go above C1,inadequate preparation
854,lack of fitness,0.9566797614097595,17,AMAD,Venier had acclimatization problems and did not go above C1,lack of fitness
854,extreme cold,0.7300701141357422,5,AMAD,Venier had acclimatization problems and did not go above C1,extreme cold
855,respiratory problems,0.9993247389793396,31,AMAD,Gordon chest infection 1st night at BC & left (returned after Italians left BC),respiratory problems
